UserName,Handle,Timestamp,Text,Comments,Likes,Retweets
Alberto Fernández Retweeted,@mayrasmendoza,2021-08-06T19:05:02.000Z,"Mayra Mendoza
@mayrasmendoza
·
Aug 6Estamos presentando una lista, un grupo de personas de distintos sectores políticos, de diferentes tradiciones, que hace unos años empezamos a construir el sueño de poner a este municipio de pie.

#LaVidaQueQueremos
Ceci Soler and 8 others
127
244
827",127,244,827
Alberto Fernández,@alferdez,2021-08-06T21:56:00.000Z,"Alberto Fernández
@alferdez
·
Aug 6Tuve una fructífera reunión con 
@jakejsullivan
, asesor de Seguridad Nacional de Estados Unidos.
 
El cuidado del medio ambiente y el cambio climático, la revisión de las instituciones financieras y la respuesta al covid-19 son cuestiones que nos preocupan a ambas naciones.
217
252
1K",217,252,1K
Alberto Fernández,@alferdez,2021-08-06T21:56:00.000Z,"Alberto Fernández
@alferdez
·
Aug 6La pandemia nos ha demostrado que los líderes del mundo debemos avanzar en un camino de solidaridad y cooperación. Este encuentro ha sido un gran paso hacia ello.
155
122
451",155,122,451
Alberto Fernández Retweeted,@FrenteDeTodos,2021-08-06T21:00:02.000Z,"TODS
@FrenteDeTodos
·
Aug 6Vamos camino a encontrarnos con #LaVidaQueQueremos 
0:41
87.3K views
448
1.6K
2.8K",448,1.6K,2.8K
Alberto Fernández,@alferdez,2021-08-06T20:27:17.000Z,"Alberto Fernández
@alferdez
·
Aug 6Con profundo agradecimiento por la donación de 3,5 millones de vacunas, le envié una carta a 
@JoeBiden
, presidente de Estados Unidos. Le ha llevado alivio y protección a muchas familias.

Me alegra que coincidamos en una agenda global de justicia social y de desarrollo humano.
1.7K
1.3K
7K",1.7K,1.3K,7K
Alberto Fernández,@alferdez,2021-08-06T15:53:34.000Z,"Alberto Fernández
@alferdez
·
Aug 6Es un día muy importante para el querido pueblo boliviano. Se cumplen 196 años de la declaración de su independencia y hoy lo celebra en democracia. 

Las y los abrazo y auguro el trabajo conjunto por la solidez institucional de la región.

#BoliviaEstadoPlurinacional 
267
768
3.4K",267,768,3.4K
Alberto Fernández Retweeted,@wadodecorrido,2021-08-06T15:37:51.000Z,"Wado de Pedro
@wadodecorrido
·
Aug 6La campaña de vacunación más importante de la historia avanza de la mano de 
@alferdez
 y del esfuerzo de miles de argentinos y argentinas que hacen que sea posible.

La pandemia no terminó. Seamos responsables y solidarios. Nadie se salva solo.

#ArgentinaTeCuida
191
303
985",191,303,985
Alberto Fernández Retweeted,@p_justicialista,2021-08-03T17:09:10.000Z,"Partido Justicialista
@p_justicialista
·
Aug 3En la próxima elección se pone en juego la manera de encarar el futuro post pandémico de los y las argentinas.
No volvamos atrás.
Es yendo hacia adelante que vamos a recuperar #LaVidaQueQueremos
 
@vtolosapaz
 
@FrenteDeTodos
Alberto Fernández and 9 others
200
343
1K",200,343,1K
Alberto Fernández Retweeted,@SantiagoCafiero,2021-08-03T20:10:17.000Z,"Santiago Cafiero
@SantiagoCafiero
·
Aug 3En el año del 105 aniversario del 
@ANLIS_Malbran
 reafirmamos la convicción de fortalecer la ciencia y la investigación. 

El Estado nacional invertirá en el Instituto $1.800 millones para obras y equipamiento. La salud es prioridad, esa es la ética política de 
@alferdez
.
Carla Vizzotti
200
327
1K",200,327,1K
Alberto Fernández Retweeted,@FtheaOficial,2021-08-03T18:45:04.000Z,"Federico Thea
@FtheaOficial
·
Aug 3A un año de la presentación de #LaJusticiaAcusada de 
@alferdez
, una obra colectiva que compilamos con 
@MauroBenente
, seguimos insistiendo en la necesidad de poner en discusión nuestros diseños institucionales para más y mejores prácticas democráticas.
Alberto Fernández
@alferdez
 · Aug 3, 2020
Trabajamos casi dos años junto a @FtheaOficial y @MauroBenente. Convocamos a juristas y académicos para que analicen las decisiones tomadas por la Justicia Federal en los últimos años. Abrir un debate que concluya con la consolidación de una mejor Justicia es nuestro mayor deseo. twitter.com/penguinlibrosa…
17
77
226",17,77,226
Alberto Fernández Retweeted,@sputnikvaccine,2021-08-03T15:00:20.000Z,"Sputnik V
@sputnikvaccine
·
Aug 3Los 
@richmond_lab
 proveerán a Argentina de 3 millones de segundas dosis de #SputnikV en agosto. 150.000 dosis estarán ya disponibles esta semana. La vacuna aprobó satisfactoriamente los controles de calidad del Centro Gamaleya.
sputnikvaccine.com
Argentina contará en agosto con más de 3 millones de dosis del segundo componente de ""Sputnik V"",...
244
2.3K
5.7K",244,2.3K,5.7K
Alberto Fernández Retweeted,@SaludBAP,2021-08-03T12:26:17.000Z,"SaludBAP
@SaludBAP
·
Aug 3Joaquin tiene 13 años, es de #Campana y es el primer vacunado menor de 18 en 
@BAProvincia
. Comienza otro día histórico en la campaña de vacunación para terminar con la pandemia.
@alferdez
@Kicillofok
150
392
2.1K",150,392,2.1K
Alberto Fernández Retweeted,@danyvilar,2021-08-02T23:32:13.000Z,"Daniela Vilar
@danyvilar
·
Aug 2Graciela tiene 62 años y dos hijxs. Dedicó toda su vida a cuidarlxs y hoy el Estado va a reconocer ese trabajo dándole la posibilidad de acceder a una jubilación. Una alegría enorme
@alferdez
 @CFKArgentina
 @FerRaverta
 @minsaurralde
ANSES and 3 others
173
200
828",173,200,828
Alberto Fernández Retweeted,@CasaRosada,2021-07-30T15:16:40.000Z,"Casa Rosada
@CasaRosada
·
Jul 30EN VIVO | El Presidente Alberto Fernández participa de manera virtual de la presentación del entorno digital para el Mercado de Industrias Culturales Argentinas que se realiza en el CCK
Casa Rosada
@CasaRosada
El Presidente Alberto Fernández participa de manera virtual de la presentación del entorno digital para el Mercado de Industrias Culturales Argentinas que se realiza en el CCK
141
282
669",141,282,669
Alberto Fernández Retweeted,@jorgeferraresi,2021-07-30T13:08:20.000Z,"Jorge Ferraresi
@jorgeferraresi
·
Jul 30El objetivo de nuestra gestión es que la vivienda sea un derecho de clase social ascendente. Así nos lo encomendó el presidente 
@alferdez
. Estamos trabajando con todas las provincias y los municipios para lograrlo. Vamos por #LaVidaQueQueremos
86
135
373",86,135,373
Alberto Fernández Retweeted,@agildominguez,2021-07-29T16:20:04.000Z,"Andres Gil Dominguez
@agildominguez
·
Jul 29Hace un año 
@alferdez
 mediante el Decreto 635/20 (que no es un DNU) creaba el Consejo Consultivo para el fortalecimiento del Poder Judicial y el Ministerio Público con una integración  plural, federal, diversa y con perspectiva de género.
109
106
406",109,106,406
Alberto Fernández Retweeted,@KulfasM,2021-07-28T21:07:30.000Z,"Matías Kulfas
@KulfasM
·
Jul 28Lanzamos el programa ""Te Sumo"", que va a fomentar la inserción laboral de jóvenes de 18 a 24 años.

Las PyMEs que contraten jóvenes recibirán una reducción en contribuciones patronales y apoyo del Estado para el pago de los salarios.
Santiago Cafiero and 8 others
195
430
1.2K",195,430,1.2K
Alberto Fernández Retweeted,@escriba,2021-07-29T14:01:35.000Z,"Nicolás Tereschuk
@escriba
·
Jul 29""Cuando nosotros avanzamos con la vacunación alejamos el riesgo del contagio y la vida que queremos, de poder abrazarnos y reencontrarnos está ahí nomás. Lo que tenemos que debatir en estas elecciones es qué queremos hacer con nuestras vidas el día después"", afirma 
@alferdez
155
114
381",155,114,381
Alberto Fernández Retweeted,@Radio10,2021-07-29T10:37:19.000Z,"Radio 10 - AM 710
@Radio10
·
Jul 29#AUDIO  | “Habría que aprovechar para reformar la OEA, es un deber que tenemos, aprender a gobernarnos nosotros mismos por nosotros mismos"", Pepe Mujica a 
@Gatosylvestre
  https://bit.ly/3ye0V4X

 Suscribite a nuestro canal en Youtube
Sebastian Pedrón and 9 others
35
193
602",35,193,602
Alberto Fernández Retweeted,@C5N,2021-07-29T00:32:32.000Z,"C5N
@C5N
·
Jul 28 EXCLUSIVO | Entrevista al presidente 
@alferdez
 con 
@Gatosylvestre
:

""La OEA ha dejado de ser un organismo que funcione y sirva a América latina. La verdad es que todos los días no paramos de asombrarnos por las cosas que pasan en la OEA durante la gestión de Almagro""
129
255
633",129,255,633
Alberto Fernández Retweeted,@alferdezprensa,2021-07-28T21:01:37.000Z,"Alberto Fernández Prensa
@alferdezprensa
·
Jul 28""Todos los que gobernamos en este contexto podríamos firmar el discurso de 
@PedroCastilloTe
 porque sabemos dónde están las dificultades"". El presidente 
@alferdez
 tras la ceremonia de transmisión de mando al presidente 
@PedroCastilloTe
.
78
248
1K",78,248,1K
Alberto Fernández Retweeted,@alferdezprensa,2021-07-29T01:38:13.000Z,"Alberto Fernández Prensa
@alferdezprensa
·
Jul 28""Lo dije el 9 de julio. No me pidan que firme algo que comprometa peligrosamente a los argentinos. Y finalmente salió bien el acuerdo con Pfizer. No había un problema ideológico, es una estupidez magnífica esa"".  El presidente 
@alferdez
 en 
@C5N
 con 
@Gatosylvestre
.
169
238
765",169,238,765
Alberto Fernández,@alferdez,2021-07-29T01:43:43.000Z,"Alberto Fernández
@alferdez
·
Jul 28En el Bicentenario de la Declaración de la Independencia del Perú, tuve el honor de presenciar la toma de juramento de su presidente, 
@PedroCastilloTe
.
 
Le deseo el mayor de los éxitos en el inmenso compromiso que hoy asume con las peruanas y peruanos.
545
1.4K
8.3K",545,1.4K,8.3K
Alberto Fernández,@alferdez,2021-07-29T01:43:45.000Z,"Alberto Fernández
@alferdez
·
Jul 28Además, mantuve reuniones con los presidentes de Ecuador y Colombia, 
@LassoGuillermo
 e 
@IvanDuque
 y con el canciller de México, 
@m_ebrard
.
 
Celebro que esta visita haya sido una oportunidad para fortalecer los lazos que unen a nuestros pueblos.
90
199
1.1K",90,199,1.1K
Alberto Fernández Retweeted,@trottanico,2021-07-27T21:56:08.000Z,"Nicolás Trotta
@trottanico
·
Jul 27Además, continúa abierta la inscripción a las Becas Progresar Trabajo hasta el 30 de noviembre.
67
147
343",67,147,343
Alberto Fernández Retweeted,@trottanico,2021-07-27T21:56:07.000Z,"Nicolás Trotta
@trottanico
·
Jul 27Las condiciones para poder acceder al beneficio de las Becas Progresar son: poseer un certificado de alumno regular y que la suma de los ingresos percibidos por tu grupo familiar sea menor a tres salarios mínimos vitales y móviles
30
112
270",30,112,270
Alberto Fernández Retweeted,@SantiagoCafiero,2021-07-27T00:09:25.000Z,"Santiago Cafiero
@SantiagoCafiero
·
Jul 26Llegaron esta tarde 800.500 vacunas de AstraZeneca y la Argentina ya superó las 30 millones de dosis aplicadas.

La vacunación avanza y nos acerca cada vez más a la salida de la pandemia. Así vamos a recuperar la vida que queremos.
Alberto Fernández
357
400
2K",357,400,2K
Alberto Fernández Retweeted,@BAProvincia,2021-07-26T19:21:12.000Z,"Gobierno PBA
@BAProvincia
·
Jul 26 Nuevas familias disfrutan de su casa propia en Merlo 

El gobernador 
@kicillofok
, junto al presidente 
@alferdez
, 
@jorgeferraresi
,  
@gustavomenendez
, 
@vtolosapaz
 y 
@DrDanielGollan
 entregaron viviendas PROCREAR y créditos Casa Propia, línea Construcción.
Merlo Municipalidad and 3 others
22
82
305",22,82,305
Alberto Fernández Retweeted,@DrDanielGollan,2021-07-26T23:42:37.000Z,"Daniel Gollan
@DrDanielGollan
·
Jul 26La pandemia demostró que un Estado presente es la única manera de garantizar derechos para las mayorías. En #Merlo, acompañamos la entrega de viviendas Procrear y créditos junto al presidente 
@alferdez
, 
@Kicillofok
, @SantiCafiero, 
@jorgeferraresi
, 
@vtolosapaz
, 
@gustavomenendez
110
299
1.1K",110,299,1.1K
Alberto Fernández,@alferdez,2021-07-26T19:21:31.000Z,"Alberto Fernández
@alferdez
·
Jul 26Entregamos viviendas y créditos para la construcción en Merlo.

Hay distintas formas de encarar el futuro post-pandemia. Algunos dejan a millones de argentinos en manos del mercado y nosotros, hijos de Perón y Evita, queremos un Estado presente que siga igualando oportunidades.
772
834
3.1K",772,834,3.1K
Alberto Fernández Retweeted,@CasaRosada,2021-07-26T16:01:38.000Z,"Casa Rosada
@CasaRosada
·
Jul 26EN VIVO | El presidente Alberto Fernández en la entrega de viviendas y créditos para la construcción, en el partido de Merlo, Bs As https://twitter.com/i/broadcasts/1lPKqXBWQePxb…
138
450
1K",138,450,1K
Alberto Fernández,@alferdez,2021-07-26T14:52:02.000Z,"Alberto Fernández
@alferdez
·
Jul 26A 69 años de su fallecimiento, Eva Perón vive en el pueblo, aquel cuyos derechos llevó siempre como bandera.

#EvitaEterna en nuestros corazones.
836
1.9K
7.9K",836,1.9K,7.9K
Alberto Fernández Retweeted,@felipe_sola,2021-07-25T19:56:53.000Z,"Felipe Solá
@felipe_sola
·
Jul 25Otra buena noticia es que en junio las exportaciones sumaron US$ 6.976 millones, con un crecimiento interanual del 45,8%, y se alcanzó el valor más alto para el mismo mes desde 2013-2014 en todos los grandes rubros.

#ReconstrucciónArgentina 
82
205
562",82,205,562
Alberto Fernández Retweeted,@BuccaBali,2021-07-23T21:28:08.000Z,"Eduardo Bali Bucca
@BuccaBali
·
Jul 23Con el Presidente 
@alferdez
  charlamos de los desafíos que el País y la Provincia enfrentan en los tiempos difíciles que vivimos.  Coincidimos en la necesidad de generar condiciones sanitarias y productivas para reconstruir la economía y poner la Argentina de pie.

#LaSaludNosUne
269
282
1K",269,282,1K
Alberto Fernández,@alferdez,2021-07-23T20:19:32.000Z,"Alberto Fernández
@alferdez
·
Jul 23Gracias querido 
@martinrgill
 por tu compromiso. Con vos, 
@CaserioCarlos
 y 
@gabiestevezok
 vamos a seguir trabajando por Cordoba. Dimos vuelta la pagina de los desencuentros y vamos a seguir trabajando por integrar esta Argentina. Más unidos que nunca para seguir adelante.
Martín Gill
@martinrgill
 · Jul 23
Hace 2 años dijiste que venías a dar vuelta la página de desencuentros con los cordobeses; en estos 18 meses no ha existido un sólo día que no trabajáramos con ese norte. Agradezco la confianza de @alferdez para encabezar la lista de diputados por el @FrenteDeTodos
147
338
1.3K",147,338,1.3K
Alberto Fernández,@alferdez,2021-07-23T18:13:45.000Z,"Alberto Fernández
@alferdez
·
Jul 23Quiero mandarle mi cálido abrazo a nuestra delegación. Un país entero los y las alienta a kilómetros de distancia.

Valoro el enorme esfuerzo que han hecho para poder estar hoy representando a la Argentina. Me enorgullece verlos levantar nuestra bandera 

#JJOO2020 #Tokio2020
0:22
128.2K views
629
1.6K
12.5K",629,1.6K,12.5K
Alberto Fernández Retweeted,@p_justicialista,2021-07-22T23:26:59.000Z,"Partido Justicialista
@p_justicialista
·
Jul 22Con la llegada del último cargamento de #Sinopharm, Argentina alcanza las 40 millones de vacunas recibidas.
A día de hoy más de la mitad de la población del país fue inoculada.
Cada día estamos más cerca de dar vuelta la página de la pandemia.
#40MillonesDeEsperanzas
Alberto Fernández and 9 others
166
367
1.1K",166,367,1.1K
Alberto Fernández Retweeted,@wadodecorrido,2021-07-23T03:03:30.000Z,"Wado de Pedro
@wadodecorrido
·
Jul 23El reconocimiento a la lucha de las organizaciones y colectivos, un triunfo de la diversidad consagrado por 
@alferdez
.

Un paso más en un camino de ampliación de derechos que inauguró 
@CFKArgentina
 con las Leyes de Matrimonio Igualitario e Igualdad de Género.
New York Times World
@nytimesworld
 · Jul 22
Argentina has become the first country in Latin America to let people identify as neither male nor female on identity documents, a victory for nonbinary people https://nyti.ms/3kLVhmD
83
291
1.4K",83,291,1.4K
Alberto Fernández Retweeted,@alferdezprensa,2021-07-22T18:28:09.000Z,"Alberto Fernández Prensa
@alferdezprensa
·
Jul 22""La diferencia que tenemos con nuestros opositores electorales es que ellos piensan un país donde sobran 20 millones de argentinos y nosotros pensamos uno donde estamos todos"". El presidente 
@alferdez
 en el anuncio de la ampliación de becas para estudiantes universitarios.
167
282
851",167,282,851
Alberto Fernández Retweeted,@alferdezprensa,2021-07-22T19:21:35.000Z,"Alberto Fernández Prensa
@alferdezprensa
·
Jul 22""Yo tengo una íntima carrera, que es dar más derechos que lo que Cristina le dio a los argentinos y argentinas. Me puse una vara altísima"". El presidente 
@alferdez
 en el anuncio de la ampliación de becas para estudiantes universitarios.
153
287
1.1K",153,287,1.1K
Alberto Fernández Retweeted,@CrisAlvarezRod,2021-07-21T17:38:05.000Z,"Cristina Alvarez Rodríguez
@CrisAlvarezRod
·
Jul 21¡Histórico! Argentina es el primer país de Latinoamérica en implementar el DNI no binario.

Respetar la identidad de género de las personas que no se autoperciben ni femeninos ni masculinos es un derecho.

Con 
@alferdez
 y 
@CFKArgentina
 construimos un país más justo e igualitario.
Wado de Pedro  and 4 others
104
182
806",104,182,806
Alberto Fernández Retweeted,@EliGAlcorta,2021-07-21T18:00:03.000Z,"Eli Gomez Alcorta
@EliGAlcorta
·
Jul 21Hoy junto al Presidente 
@alferdez
 y 
@wadodecorrido
 entregamos los primeros 3 DNI no binarios a Valentine, Gerónimo Carolina y Shanik Lucián.
 
Ampliar y reconocer derechos es parte de nuestra identidad como proyecto político. No nos vamos a cansar de decirlo y hacerlo realidad.
Ministerio de las Mujeres, Géneros y Diversidad and 2 others
60
137
758",60,137,758
Alberto Fernández Retweeted,@CasaRosada,2021-07-21T18:40:40.000Z,"Casa Rosada
@CasaRosada
·
Jul 21""Hay otras identidades además de la de hombre y mujer, y deben ser respetadas”, dijo el presidente 
@alferdez
 al presentar el nuevo DNI para personas no binarias https://casarosada.gob.ar/slider-principal/47936-hay-otras-identidades-ademas-de-la-de-hombre-y-mujer-y-deben-ser-respetadas-dijo-el-presidente-al-presentar-el-nuevo-dni-para-personas-no-binarias…
173
293
1.1K",173,293,1.1K
Alberto Fernández Retweeted,@caortega64,2021-07-21T16:44:15.000Z,"Carlos Ortega
@caortega64
·
Jul 21El presidente 
@alferdez
 firmó el decreto para el lanzamiento del DNI para personas no binarias.
 El peronismo siempre ampliando derechos 
0:56
14.4K views
50
85
354",50,85,354
Alberto Fernández Retweeted,@caortega64,2021-07-21T16:44:15.000Z,"Carlos Ortega
@caortega64
·
Jul 21El presidente 
@alferdez
 firmó el decreto para el lanzamiento del DNI para personas no binarias.
 El peronismo siempre ampliando derechos 
0:53
14.4K views
50
85
354",50,85,354
